,city,state
1050,Clarksburg,Maryland
1051,Prior Lake,Minnesota
1052,Ganister,Pennsylvania
1053,Cassadaga,New York
1054,Central Gardens,Texas
1055,Altoona,Wisconsin
1056,Waynesburg,Ohio
1057,Arlington,Massachusetts
1058,Independence,Ohio
1059,Mount Angel,Oregon
1060,Halfmoon,New York
1061,Sherburn,Minnesota
1062,Middletown,Ohio
1063,Barnegat Light,New Jersey
1064,Moores Mill,Alabama
1065,Provo,Utah
1066,Long Beach,Maryland
1067,Port Royal,South Carolina
1068,Cienegas Terrace,Texas
1069,Shorewood Forest,Indiana
1070,Newport,Kentucky
1071,Crouch,Idaho
1072,White Signal,New Mexico
1073,Little Falls,Maine
1074,Royal Oak,Michigan
1075,Meadow Woods,Florida
1076,South Venice,Florida
1077,Shorewood,Wisconsin
1078,Rocky Ridge,Ohio
1079,Spring Valley,California
1080,Richmond Heights,Ohio
1081,Williams Bay,Wisconsin
1082,Mount Airy,Maryland
1083,Shrewsbury,Missouri
1084,Big Bass Lake,Pennsylvania
1085,Carnation,Washington
1086,Spring Hill,Florida
1087,Largo,Maryland
1088,Ronkonkoma,New York
1089,Clifton Heights,Pennsylvania
1090,Pasadena,Texas
1091,Rock Creek,Alabama
1092,Elverson,Pennsylvania
1093,Woodcreek,Texas
1094,Elkhart,Indiana
1095,Minot,North Dakota
1096,Homer,Michigan
1097,Canton Valley,Connecticut
1098,Cherryland,California
1099,Campbellsville,Kentucky
1100,Brunswick,Maine
1101,Orient,Ohio
1102,El Jebel,Colorado
1103,Colo,Iowa
1104,Geyserville,California
1105,Palm Coast,Florida
1106,Greenwood,Arkansas
1107,Walland,Tennessee
1108,Florence,Texas
1109,Dilley,Texas
1110,Atlantic Beach,New York
1111,Manitou Beach-Devils Lake,Michigan
1112,Roslyn Heights,New York
1113,Pittstown,New York
1114,Newington,Connecticut
1115,Deer Park,Illinois
1116,Elko,Nevada
1117,Parryville,Pennsylvania
1118,Farmers Loop,Alaska
1119,Patterson,New York
1120,West Haven-Sylvan,Oregon
1121,Nevada,Texas
1122,Silver Firs,Washington
1123,Bryson City,North Carolina
1124,Chewelah,Washington
1125,Fort Devens,Massachusetts
1126,Nichols Hills,Oklahoma
1127,DeLand,Florida
1128,East Sonora,California
1129,Shavertown,Pennsylvania
1130,Pioneer,Florida
1131,Park Hills,Missouri
1132,Poteet,Texas
1133,Paoli,Pennsylvania
1134,Cohassett Beach,Washington
1135,Sylvester,Georgia
1136,Cuba,Illinois
1137,Verde Village,Arizona
1138,Poca,West Virginia
1139,Pecan Plantation,Texas
1140,Fairborn,Ohio
1141,Thunderbolt,Georgia
1142,Fair Lawn,New Jersey
1143,Vamo,Florida
1144,Folsom,Pennsylvania
1145,Elizabeth City,North Carolina
1146,Seattle,Washington
1147,Kenmore,Washington
1148,Hamilton Square,New Jersey
1149,Bridger,Montana
1150,Brandywine,Maryland
1151,Homosassa Springs,Florida
1152,Fort Lauderdale,Florida
1153,Stoneham,Massachusetts
1154,Malvern,Arkansas
1155,Knightdale,North Carolina
1156,Edgewood,New Mexico
1157,Monkton,Maryland
1158,Olympia Heights,Florida
1159,Independence,Louisiana
1160,Johnston City,Illinois
1161,Willoughby Hills,Ohio
1162,Chesterbrook,Pennsylvania
1163,South Whittier,California
1164,Manasquan,New Jersey
1165,Smith Corner,California
1166,Bullhead City,Arizona
1167,Waynetown,Indiana
1168,Morgantown,Pennsylvania
1169,Seymour,Indiana
1170,Beaver Creek,Maryland
1171,Felicity,Ohio
1172,Brigham City,Utah
1173,Keego Harbor,Michigan
1174,Stevensville,Maryland
1175,Abington,Massachusetts
1176,Duncan Falls,Ohio
1177,Covina,California
1178,Oneida,New York
1179,Chepachet,Rhode Island
1180,New Athens,Illinois
1181,Kaufman,Texas
1182,Corning,New York
1183,Hyattsville,Maryland
1184,Chardon,Ohio
1185,Palermo,California
1186,Delray Beach,Florida
1187,Jurupa Valley,California
1188,Oceanside,New York
1189,Lake Los Angeles,California
1190,Richboro,Pennsylvania
1191,Delta,Ohio
1192,Champaign,Illinois
1193,Prairie City,Iowa
1194,Mauldin,South Carolina
1195,Allegany,New York
1196,Warm Beach,Washington
1197,Schenectady,New York
1198,Peabody,Massachusetts
1199,Prestbury,Illinois
1200,Troy,Idaho
1201,Halfway,Maryland
1202,Wilhoit,Arizona
1203,Canyon Lake,Texas
1204,Mascotte,Florida
1205,Union,Illinois
1206,St. Paul,Virginia
1207,Ambridge,Pennsylvania
1208,Northwoods,Missouri
1209,Portersville,Pennsylvania
1210,Provincetown,Massachusetts
1211,Diamondhead,Mississippi
1212,Oregon,Illinois
1213,Seaside,Oregon
1214,Kings Park,Virginia
1215,Fair Oaks,Georgia
1216,Yountville,California
1217,Adams,New York
1218,Bay View,Washington
1219,North Fairfield,Ohio
1220,Lykens,Pennsylvania
1221,Morgan,Utah
1222,East Millstone,New Jersey
1223,Grass Valley,California
1224,Bothell East,Washington
1225,Ithaca,New York
1226,Cassel,California
1227,Bedford Heights,Ohio
1228,Barberton,Washington
1229,Camanche,Iowa
1230,Niles,Illinois
1231,Ramtown,New Jersey
1232,Arlington,Arizona
1233,Sully,Iowa
1234,Sanibel,Florida
1235,Livermore,California
1236,Airport,California
1237,Rochester,Washington
1238,Murray,Connecticut
1239,Whiskey Creek,Florida
1240,Blue Berry Hill,Texas
1241,Coal City,Illinois
1242,Orleans,New York
1243,Waldwick,New Jersey
1244,Gateway,Alaska
1245,Dayton,Texas
1246,East Foothills,California
1247,Southside Place,Texas
1248,Mango,Florida
1249,Markle,Indiana
1250,Smyrna,Delaware
1251,North Salt Lake,Utah
1252,Burlington,Wisconsin
1253,Somers,Wisconsin
1254,Buffalo Springs,Texas
1255,Ruch,Oregon
1256,Asbury Lake,Florida
1257,Darien,Georgia
1258,DeQuincy,Louisiana
1259,East Fishkill,New York
1260,Cleveland,Tennessee
1261,Chantilly,Virginia
1262,Smith Valley,Nevada
1263,Beach Park,Illinois
1264,Liberty,Missouri
1265,Clarkson Valley,Missouri
1266,Richland,Michigan
1267,Cliffside Park,New Jersey
1268,Foster City,California
1269,Erda,Utah
1270,Jasper,Georgia
1271,Yorktown,Indiana
1272,Cobb Island,Maryland
1273,Plandome,New York
1274,Piedmont,South Carolina
1275,Oxford,Ohio
1276,English Creek,New Jersey
1277,Glenn Heights,Texas
1278,Stratmoor,Colorado
1279,Paramount,California
1280,Seagoville,Texas
1281,Key West,Florida
1282,Taylorville,Illinois
1283,Spring Hill,Tennessee
1284,Eagle,Colorado
1285,Bunnell,Florida
1286,Maynardville,Tennessee
1287,St. Georges,Delaware
1288,Luther,Oklahoma
1289,Batavia,Illinois
1290,Kiln,Mississippi
1291,Little River,South Carolina
1292,Fairmount,New York
1293,Patton Village,Texas
1294,Bellewood,Kentucky
1295,Florence,Arizona
1296,Mitchell,South Dakota
1297,Norwich,Connecticut
1298,Breezy Point,Minnesota
1299,Casnovia,Michigan
1300,Canton,Massachusetts
1301,Needham,Massachusetts
1302,East Franklin,New Jersey
1303,Santa Ynez,California
1304,Edgemere,Maryland
1305,West Salem,Wisconsin
1306,River Ridge,Florida
1307,EWA Gentry,Hawaii
1308,Northbridge,Massachusetts
1309,Benns Church,Virginia
1310,Fort McKinley,Ohio
1311,Kincheloe,Michigan
1312,Jackson,Wyoming
1313,Chalfant,Pennsylvania
1314,North Aurora,Illinois
1315,South Heights,Pennsylvania
1316,Willow Grove,Pennsylvania
1317,New Haven,Connecticut
1318,Salton City,California
1319,Snook,Texas
1320,Kenmar,Pennsylvania
1321,Satsuma,Alabama
1322,Maple Valley,Washington
1323,Springdale,Pennsylvania
1324,Saugus,Massachusetts
1325,North Bend,Oregon
1326,Oaklyn,New Jersey
1327,Newtown,Pennsylvania
1328,Van Horne,Iowa
1329,Grenada,Mississippi
1330,Egypt,Pennsylvania
1331,Greenville,New York
1332,Travilah,Maryland
1333,Woodbury Center,Connecticut
1334,Nutley,New Jersey
1335,Trenton,New Jersey
1336,North Reading,Massachusetts
1337,Ramsey,Minnesota
1338,Biscayne Park,Florida
1339,Pinehurst,Texas
1340,Trussville,Alabama
1341,Vine Grove,Kentucky
1342,Cougar,Washington
1343,Fort Gibson,Oklahoma
1344,Myrtle Grove,North Carolina
1345,Snoqualmie,Washington
1346,Rhinebeck,New York
1347,Walpole,Massachusetts
1348,Bristol,Wisconsin
1349,Muldraugh,Kentucky
1350,Pendleton,South Carolina
1351,Shannon,Georgia
1352,Obetz,Ohio
1353,Maybrook,New York
1354,Flovilla,Georgia
1355,Wildwood,New Jersey
1356,Georgetown,South Carolina
1357,Clearwater,Minnesota
1358,Stapleton,Nebraska
1359,Warrington,Florida
1360,Centennial,Colorado
1361,Troy,Tennessee
1362,Cumberland,Maryland
1363,Elmore,Ohio
1364,Glide,Oregon
1365,Rockport,Texas
1366,Cheltenham Village,Pennsylvania
1367,Yuma,Arizona
1368,Shelbyville,Indiana
1369,Franklin,California
1370,Bridgeville,Pennsylvania
1371,Oldsmar,Florida
1372,Tunkhannock,Pennsylvania
1373,Ozark,Alabama
1374,Bandera,Texas
1375,Mount Vernon,Illinois
1376,Millis-Clicquot,Massachusetts
1377,Lazy Acres,Colorado
1378,Acalanes Ridge,California
1379,Kingston,Georgia
1380,Smithville,Missouri
1381,McAllen,Texas
1382,Morrison,Illinois
1383,Oakland Park,Florida
1384,Hornsby Bend,Texas
1385,Green Haven,Maryland
1386,Pleasant View,Tennessee
1387,Irondequoit,New York
1388,St. Louis Park,Minnesota
1389,Zeb,Oklahoma
1390,Naples,Florida
1391,St. Pauls,North Carolina
1392,Stevenson Ranch,California
1393,East Aurora,New York
1394,Simpsonville,Kentucky
1395,Sunset Beach,North Carolina
1396,Bristol,New Hampshire
1397,LaBelle,Florida
1398,Bella Vista,Arkansas
1399,Cold Spring,New York
1400,Maywood,Illinois
1401,Wayne,Pennsylvania
1402,Arcola,Virginia
1403,Laurel Hill,Virginia
1404,Lake City,Georgia
1405,Difficult Run,Virginia
1406,Woody Creek,Colorado
1407,Millheim,Pennsylvania
1408,Knoxville,Iowa
1409,Essex Junction,Vermont
1410,Lecanto,Florida
1411,Round Lake,Illinois
1412,Four Lakes,Washington
1413,Belding,Michigan
1414,Cloverly,Maryland
1415,Germantown,Maryland
1416,Branford Center,Connecticut
1417,St. Charles,Missouri
1418,Londonderry,New Hampshire
1419,Machesney Park,Illinois
1420,Indian River Estates,Florida
1421,West Haven,Connecticut
1422,Scranton,Pennsylvania
1423,Naugatuck,Connecticut
1424,China Spring,Texas
1425,Burbank,Illinois
1426,Roseland,Ohio
1427,Gloucester,Massachusetts
1428,Preemption,Illinois
1429,Woodstock,Maryland
1430,Newberry,South Carolina
1431,Shenorock,New York
1432,Bodfish,California
1433,Lubbock,Texas
1434,Burtonsville,Maryland
1435,Laplace,Louisiana
1436,Esperance,Washington
1437,Tucson Estates,Arizona
1438,Leawood,Kansas
1439,Sutter,California
1440,Tarrytown,New York
1441,Springfield,Virginia
1442,Fairburn,Georgia
1443,Jacksonville,Florida
1444,South Sanford,Maine
1445,The Meadows,Florida
1446,Derby,Connecticut
1447,Woodland,Washington
1448,Makena,Hawaii
1449,Mission Canyon,California
1450,Rockcreek,Oregon
1451,Klamath Falls,Oregon
1452,Miccosukee,Florida
1453,Spencerport,New York
1454,Glen Carbon,Illinois
1455,Dyer,Arkansas
1456,Shafer,Minnesota
1457,Hayfield,Minnesota
1458,Bennett,Colorado
1459,Somerset,New York
1460,Red Oak,North Carolina
1461,Forestdale,Massachusetts
1462,Manalapan,Florida
1463,Lake Park,North Carolina
1464,Carnelian Bay,California
1465,New Brunswick,New Jersey
1466,Blodgett Landing,New Hampshire
1467,Knoxville,Illinois
1468,Whittier,California
1469,Rosemount,Minnesota
1470,Christiansburg,Virginia
1471,Ajo,Arizona
1472,Roessleville,New York
1473,Norris Canyon,California
1474,Augusta,Maine
1475,Hempstead,Texas
1476,Rutland,Massachusetts
1477,Wake Forest,North Carolina
1478,Wye,Montana
1479,Baltic,Connecticut
1480,Waycross,Georgia
1481,Kaaawa,Hawaii
1482,Hewlett,New York
1483,Valley Green,Pennsylvania
1484,Pennside,Pennsylvania
1485,Panorama Village,Texas
1486,Kutztown,Pennsylvania
1487,Woodburn,Indiana
1488,Cedar Falls,Iowa
1489,Country Walk,Florida
1490,Shawnee Hills,Ohio
1491,Sebastian,Florida
1492,Bridgetown,Ohio
1493,Reedsburg,Wisconsin
1494,Baldwin Park,California
1495,Cheyenne,Wyoming
1496,Orcutt,California
1497,Santa Fe Springs,California
1498,Cheviot,Ohio
1499,Midway,Florida
1500,Penryn,California
1501,Youngstown,New York
1502,Charlotte Park,Florida
1503,Barrington Hills,Illinois
1504,Tremonton,Utah
1505,Gore,Oklahoma
1506,Elwood,New York
1507,Bozeman,Montana
1508,Silverado Resort,California
1509,Indio,California
1510,Milton,Florida
1511,Round Lake Beach,Illinois
1512,Ripley,New York
1513,Discovery-Spring Garden,Maryland
1514,Boulder,Colorado
1515,Cambria,Illinois
1516,Rosendale,New York
1517,Pinellas Park,Florida
1518,Prospect Park,Pennsylvania
1519,Fairfax,Iowa
1520,Hallsville,Texas
1521,Fivepointville,Pennsylvania
1522,Blanchard,Idaho
1523,Weekapaug,Rhode Island
1524,Camp Point,Illinois
1525,Stillwater,Minnesota
1526,Port Angeles East,Washington
1527,Williamsburg,Colorado
1528,Lost Creek,Texas
1529,Geneva,Washington
1530,West York,Pennsylvania
1531,Warden,Washington
1532,Hurstbourne,Kentucky
1533,Gaffney,South Carolina
1534,North Olmsted,Ohio
1535,Hernando,Florida
1536,Coachella,California
1537,Pearl River,Louisiana
1538,Lexington,Kentucky
1539,Maypearl,Texas
1540,Windsor Locks,Connecticut
1541,Skillman,New Jersey
1542,Eaton Rapids,Michigan
1543,Herndon,Virginia
1544,Ira,New York
1545,Shawnee,Kansas
1546,Putnam Lake,New York
1547,Keller,Texas
1548,Portales,New Mexico
1549,Glenns Ferry,Idaho
1550,Twinsburg Heights,Ohio
1551,Beech Grove,Indiana
1552,Stokesdale,North Carolina
1553,Scribner,Nebraska
1554,Electra,Texas
1555,Front Royal,Virginia
1556,Orosi,California
1557,Fayetteville,Alabama
1558,Belmont,North Carolina
1559,Ashville,Ohio
1560,Venice,Florida
1561,Darmstadt,Indiana
1562,Forrest City,Arkansas
1563,Las Flores,California
1564,Pughtown,Pennsylvania
1565,Independence,Missouri
1566,Wauregan,Connecticut
1567,Five Points,North Carolina
1568,Pasadena,California
1569,Statesboro,Georgia
1570,Essex,Maryland
1571,New Stanton,Pennsylvania
1572,Fort Johnson,New York
1573,Gervais,Oregon
1574,Killian,Louisiana
1575,Woodward,Iowa
1576,Pawleys Island,South Carolina
1577,Sicklerville,New Jersey
1578,Constable,New York
1579,Kirtland,Ohio
1580,Seal Beach,California
1581,Delano,Tennessee
1582,Wyoming,Minnesota
1583,San Simeon,California
1584,Marilla,New York
1585,Groveton,New Hampshire
1586,Rockville,Minnesota
1587,Vermilion,Ohio
1588,Durand,Illinois
1589,Chapel Hill,North Carolina
1590,Lititz,Pennsylvania
1591,Livingston,Wisconsin
1592,Hummelstown,Pennsylvania
1593,Rosebush,Michigan
1594,Arlington,Ohio
1595,Spotswood,New Jersey
1596,Eatontown,New Jersey
1597,Lombard,Illinois
1598,Centerville,Pennsylvania
1599,Gosnell,Arkansas
1600,Browns Point,Washington
1601,Bettendorf,Iowa
1602,Jamesburg,New Jersey
1603,De Beque,Colorado
1604,Franklinton,Louisiana
1605,Crescent,Oklahoma
1606,Flintstone,Maryland
1607,Ocean Grove,New Jersey
1608,Mukilteo,Washington
1609,Pleasant Dale,Nebraska
1610,Dumas,Texas
1611,Griggstown,New Jersey
1612,Carlton,Oregon
1613,Lampeter,Pennsylvania
1614,Durham,North Carolina
1615,Sherwood,Wisconsin
1616,Wanatah,Indiana
1617,Athens,Alabama
1618,Bellefontaine,Ohio
1619,John Sevier,Tennessee
1620,Buffalo,Illinois
1621,Rochester Hills,Michigan
1622,Shady Side,Maryland
1623,Wallington,New Jersey
1624,Battlement Mesa,Colorado
1625,Miami Shores,Florida
1626,West Newton,Pennsylvania
1627,Greeley,Colorado
1628,Willow Street,Pennsylvania
1629,Kemp Mill,Maryland
1630,Mannford,Oklahoma
1631,Wisconsin Rapids,Wisconsin
1632,Vernon Center,New Jersey
1633,Winchester,Massachusetts
1634,San Dimas,California
1635,Eagle Mountain,Utah
1636,Moclips,Washington
1637,North Light Plant,New Mexico
1638,Kapolei,Hawaii
1639,North Miami Beach,Florida
1640,Saranac,Michigan
1641,Fair Play,Missouri
1642,Lake Ivanhoe,Wisconsin
1643,Arkport,New York
1644,Brentwood,Tennessee
1645,Rockford,Minnesota
1646,Depoe Bay,Oregon
1647,Bridgeport,Texas
1648,Rockledge,Florida
1649,Fort Plain,New York
1650,Los Alamitos,California
1651,Lincoln Beach,Oregon
1652,Towaco,New Jersey
1653,Chillum,Maryland
1654,Highland City,Florida
1655,Copperas Cove,Texas
1656,Dunnavant,Alabama
1657,Woburn,Massachusetts
1658,Westover,Alabama
1659,Henderson,North Carolina
1660,Santa Paula,California
1661,Oxford,Georgia
1662,Broadlands,Virginia
1663,Colton,California
1664,Hawaiian Gardens,California
1665,Mount Juliet,Tennessee
1666,Chalco,Nebraska
1667,Vernal,Utah
1668,Melbourne,Iowa
1669,Wolf Lake,Michigan
1670,Pleasant Hope,Missouri
1671,Merchantville,New Jersey
1672,Springfield,Florida
1673,Portola Hills,California
1674,Kirtland Hills,Ohio
1675,Florissant,Missouri
1676,Chico,Washington
1677,Hobart,Indiana
1678,Dewar,Oklahoma
1679,Jamestown,New York
1680,Laguna Vista,Texas
1681,Dravosburg,Pennsylvania
1682,Powers,Michigan
1683,Andover,Massachusetts
1684,Darien,New York
1685,Indian Harbour Beach,Florida
1686,Maricopa,Arizona
1687,Gunbarrel,Colorado
1688,Black Earth,Wisconsin
1689,Westhampton Beach,New York
1690,Stockbridge,Michigan
1691,Redland,Alabama
1692,Pinconning,Michigan
1693,Winterset,Iowa
1694,Mercer Island,Washington
1695,Lakeland Village,California
1696,Normandy Park,Washington
1697,Shattuck,Oklahoma
1698,Manhasset Hills,New York
1699,Finderne,New Jersey
1700,Groveton,Virginia
1701,Berne,New York
1702,New Smyrna Beach,Florida
1703,Isle of Hope,Georgia
1704,Atlanta,Kansas
1705,Talladega,Alabama
1706,Point Pleasant,New Jersey
1707,Rockport,Massachusetts
1708,Ridge Wood Heights,Florida
1709,Hemlock,New York
1710,Harrah,Oklahoma
1711,Independence,Kentucky
1712,Heceta Beach,Oregon
1713,Hartland,Minnesota
1714,Delavan,Illinois
1715,Grand Haven,Michigan
1716,Sandy Oaks,Texas
1717,Central,South Carolina
1718,Hillside,New York
1719,Oroville,California
1720,Lithopolis,Ohio
1721,Falconer,New York
1722,Parkton,Maryland
1723,Carlsbad,New Mexico
1724,Wynantskill,New York
1725,Parkersburg,West Virginia
1726,Dover,Massachusetts
1727,Westover Hills,Texas
1728,Long Hill,Connecticut
1729,Steele Creek,Alaska
1730,Wynnedale,Indiana
1731,Westover,Pennsylvania
1732,Mound Valley,Kansas
1733,Pebble Creek,Florida
1734,Statesville,North Carolina
1735,Forestbrook,South Carolina
1736,Brighton,Colorado
1737,Gloucester Point,Virginia
1738,Nephi,Utah
1739,Morris,Alabama
1740,Belchertown,Massachusetts
1741,Beallsville,Pennsylvania
1742,South Lakes,Alaska
1743,Attleboro,Massachusetts
1744,Wilmington,North Carolina
1745,Oak Valley,New Jersey
1746,Bealeton,Virginia
1747,Leona Valley,California
1748,Shelbyville,Kentucky
1749,Charlestown,Indiana
1750,Bellair-Meadowbrook Terrace,Florida
1751,Interlaken,Utah
1752,Greenleaf,Idaho
1753,Langston,Oklahoma
1754,East Massapequa,New York
1755,Middlefield,New York
1756,West Hartford,Connecticut
1757,Walton Park,New York
1758,Climax,Michigan
1759,La Verne,California
1760,Rock Springs,Wyoming
1761,McKenna,Washington
1762,Holly Pond,Alabama
1763,Green Meadows,Oregon
1764,Blanchester,Ohio
1765,Mansfield Center,Connecticut
1766,Gainesville,Georgia
1767,Coram,Montana
1768,Helmetta,New Jersey
1769,Seffner,Florida
1770,Matawan,New Jersey
1771,Edwards,Colorado
1772,Galesburg,Illinois
1773,Hallam,Pennsylvania
1774,Suttons Bay,Michigan
1775,Skyline View,Pennsylvania
1776,Glencoe,Alabama
1777,Zephyrhills,Florida
1778,Fountain Valley,California
1779,Hot Springs,Arkansas
1780,Chandler,Arizona
1781,Wheatfield,New York
1782,Washington,Illinois
1783,North Edwards,California
1784,Stonegate,Colorado
1785,Cetronia,Pennsylvania
1786,Melville,New York
1787,Mohawk,New York
1788,Weston,Ohio
1789,North Granby,Connecticut
1790,Tecumseh,Kansas
1791,Leary,Texas
1792,Knoxville,Tennessee
1793,Anchorage,Kentucky
1794,Rumson,New Jersey
1795,Cold Spring,Minnesota
1796,St. Michael,Minnesota
1797,Holland,Michigan
1798,Havelock,North Carolina
1799,Otisville,New York
1800,Shillington,Pennsylvania
1801,Lincoln Heights,Ohio
1802,Montgomery,Alabama
1803,Turner,Maine
1804,St. Martins,Missouri
1805,Mesquite,Texas
1806,Kaiminani,Hawaii
1807,Coral Gables,Florida
1808,Milford,Ohio
1809,Brownville,New Jersey
1810,Freetown,Massachusetts
1811,Walkertown,North Carolina
1812,Emden,Illinois
1813,Adairsville,Georgia
1814,River Park,Florida
1815,Stanwood,Washington
1816,Phelps,New York
1817,Wellton,Arizona
1818,Mahtomedi,Minnesota
1819,Wellesley,Massachusetts
1820,Forest Heights,Maryland
1821,Windsor,California
1822,Roeland Park,Kansas
1823,Fayetteville,New York
1824,Florence,New Jersey
1825,Atwater,California
1826,Lucerne Mines,Pennsylvania
1827,World Golf Village,Florida
1828,Fort Montgomery,New York
